Account ID,Account Age,Total Accrued
16929A,25,7531
16930A,10,627
16931A,13,1176
16932A,26,4694
16933A,28,10983
16934A,27,7574
16935A,42,29569
16936A,27,6685
16937A,38,23833
16938A,38,20048
16939A,47,41455
16940A,50,54244
16941A,47,33741
16942A,43,34088
16943A,10,205
16944A,31,11012
16945A,23,3632
16946A,47,38973
16947A,38,24009
16948A,10,387
16949A,50,40932
16950A,49,45741
16951A,16,2227
16952A,46,30877
16953A,49,37862
16954A,30,8917
16955A,27,8916
16956A,22,5187
16957A,25,5550
16958A,30,8367
16959A,27,6525
16960A,47,36527
16961A,37,18107
16962A,20,2877
16963A,21,2798
16964A,15,760
16965A,17,2129
16966A,41,28316
16967A,19,1713
16968A,32,15711
16969A,24,3979
16970A,47,34336
16971A,24,3693
16972A,43,33673
16973A,43,28886
16974A,30,10539
16975A,10,358
16976A,26,5675
16977A,30,9289
16978A,10,722
16979A,24,7238
16980A,45,37937
16981A,27,8239
16982A,33,13617
16983A,35,15057
16984A,33,16842
16985A,23,4684
16986A,23,5547
16987A,13,1647
16988A,17,2474
16989A,14,1747
16990A,32,13580
16991A,35,14414
16992A,46,30959
16993A,18,2115
16994A,10,1040
16995A,24,6905
16996A,42,24923
16997A,29,10783
16998A,20,3961
16999A,13,1517
17000A,36,19618
17001A,23,6533
17002A,19,3725
17003A,17,2397
17004A,33,14978
17005A,47,43532
17006A,10,247
17007A,19,1998
17008A,50,40750
17009A,10,460
17010A,39,19866
17011A,33,10894
17012A,29,12131
17013A,31,13492
17014A,10,533
17015A,38,18592
17016A,35,13082
17017A,48,46924
17018A,32,11068
17019A,46,35681
17020A,41,26202
17021A,22,4136
17022A,25,6566
17023A,37,20050
17024A,12,1080
17025A,10,292
17026A,10,718
17027A,12,436
17028A,19,2472
17029A,14,1607
17030A,13,1772
17031A,14,2074
17032A,13,1389
17033A,16,2320
17034A,10,890
17035A,19,3914
17036A,11,602
17037A,15,1430
17038A,11,515
17039A,18,3041
17040A,17,3125
17041A,16,2650
17042A,18,2714
17043A,18,2099
17044A,12,635
17045A,11,382
17046A,18,2724
17047A,14,719
17048A,19,3109
17049A,14,1002
17050A,13,774
17051A,14,1056
17052A,12,634
17053A,13,1254
17054A,19,2315
17055A,15,764
17056A,14,1712
17057A,12,1453
17058A,13,1037
17059A,15,1860
17060A,10,619
17061A,19,3848
17062A,12,1258
17063A,14,1796
17064A,19,3151
17065A,10,265
17066A,15,2369
17067A,11,932
17068A,15,1784
17069A,12,480
17070A,15,1247
17071A,17,1866
17072A,18,3005
17073A,19,3574
17074A,12,1074
17075A,16,2218
17076A,15,1628
17077A,13,487
17078A,14,1352
17079A,15,1567
17080A,19,2385
17081A,14,800
17082A,19,3413
17083A,20,3614
17084A,20,3868
17085A,12,1226
17086A,11,299
17087A,19,3115
17088A,17,2766
17089A,18,1853
17090A,14,2042
17091A,20,3013
17092A,10,695
17093A,32,12218
17094A,28,6725
17095A,34,13246
17096A,27,9979
17097A,34,16010
17098A,14,1345
17099A,29,10274
17100A,30,10297
17101A,22,4948
17102A,27,10029
17103A,30,11720
17104A,30,12698
17105A,16,1295
17106A,27,6385
17107A,25,4513
17108A,34,14966
17109A,18,3621
17110A,28,6281
17111A,19,3603
17112A,15,770
17113A,20,2864
17114A,23,6498
17115A,12,370
17116A,17,3240
17117A,32,12040
17118A,33,13401
17119A,24,5322
17120A,22,2740
17121A,26,5974
17122A,31,9195
17123A,24,6368
17124A,26,5589
17125A,13,1563
17126A,10,300
17127A,10,989
17128A,32,11743
17129A,17,2517
17130A,17,2327
17131A,27,5764
17132A,35,15116
17133A,33,10976
17134A,34,17823
17135A,22,4226
17136A,30,8310
17137A,28,10292
17138A,29,8270
17139A,20,1978
17140A,34,17236
17141A,15,2109
17142A,16,2307
17143A,32,12701
17144A,13,1179
17145A,27,8164
17146A,24,6013
17147A,28,9796
17148A,19,3568
17149A,28,10160
17150A,30,9845
17151A,13,1209
17152A,29,11537
17153A,29,7771
17154A,30,10909
17155A,22,4098
17156A,23,6508
17157A,17,1230
17158A,10,904
17159A,34,14357
17160A,26,6487
17161A,17,2309
17162A,22,2998
17163A,31,11170
17164A,12,401
17165A,28,8032
17166A,14,1386
17167A,23,5453
17168A,28,6618
17169A,26,5757
17170A,18,3407
17171A,16,2716
17172A,32,9710
17173A,18,2733
17174A,25,6472
17175A,12,829
17176A,35,18505
17177A,33,12611
17178A,14,1892
17179A,31,14365
17180A,19,1903
17181A,33,12921
17182A,26,5741
17183A,11,421
17184A,16,2789
17185A,23,3739
17186A,35,17229
17187A,35,14081
17188A,14,1310
17189A,20,4059
17190A,30,11468
17191A,36,15052
17192A,22,5716
17193A,33,15601
17194A,30,8240
17195A,40,20119
17196A,34,11638
17197A,14,895
17198A,37,17984
17199A,23,5372
17200A,12,1376
17201A,14,1385
17202A,19,2477
17203A,23,3677
17204A,33,10667
17205A,29,7371
17206A,13,1294
17207A,30,10809
17208A,15,952
17209A,28,6925
17210A,18,2152
17211A,29,10048
17212A,13,1742
17213A,36,18336
17214A,20,4708
17215A,15,1721
17216A,20,2530
17217A,17,1972
17218A,31,11436
17219A,13,1045
17220A,31,13037
17221A,22,4769
17222A,21,3982
17223A,15,882
17224A,29,7461
17225A,24,4975
17226A,10,948
17227A,34,17289
17228A,26,7716
17229A,36,16809
17230A,11,477
17231A,34,15532
17232A,12,1330
17233A,24,3705
17234A,31,11848
17235A,32,12351
17236A,28,10855
17237A,10,817
17238A,42,31741
17239A,14,1397
17240A,18,2026
17241A,25,6917
17242A,28,8896
17243A,18,3527
17244A,12,415
17245A,32,12281
17246A,37,18236
17247A,14,1772
17248A,46,32095
17249A,31,11916
17250A,35,16526
17251A,49,46963
17252A,50,43596
17253A,23,3809
17254A,30,12329
17255A,50,42061
17256A,43,35180
17257A,32,12565
17258A,41,30364
17259A,29,10859
17260A,21,2931
17261A,21,5005
17262A,48,38042
17263A,37,17029
17264A,17,1321
17265A,46,31646
17266A,40,20862
17267A,12,1228
17268A,18,2346
17269A,44,35332
17270A,20,3337
17271A,26,7645
17272A,30,11576
17273A,32,15063
17274A,48,35729
17275A,38,17393
17276A,18,1902
17277A,10,501
17278A,17,1776
17279A,38,17328
17280A,16,2645
17281A,37,21134
17282A,39,20337
17283A,16,1840
17284A,23,6072
17285A,48,40606
17286A,36,19749
17287A,27,5508
17288A,21,5327
17289A,10,515
17290A,22,3989
17291A,11,1056
17292A,32,9366
17293A,15,901
17294A,17,1211
17295A,11,766
17296A,27,7550
17297A,23,4884
17298A,27,7322
17299A,34,15487
17300A,44,34922
17301A,23,4666
17302A,36,21427
17303A,19,4245
17304A,23,5510
17305A,26,5532
17306A,26,5759
17307A,43,26830
17308A,12,903
17309A,38,21051
17310A,20,3552
17311A,28,10836
17312A,40,24558
17313A,12,1198
17314A,19,3369
17315A,20,4660
17316A,29,8009
17317A,49,41632
17318A,19,2741
17319A,12,399
17320A,19,3181
17321A,11,919
17322A,46,30826
17323A,40,22145
17324A,21,4741
17325A,40,26725
17326A,34,11796
17327A,18,1500
17328A,50,51038
17329A,30,9310
17330A,38,22272
17331A,28,6021
17332A,33,10934
17333A,45,31550
17334A,29,8404
17335A,26,8130
17336A,38,19269
17337A,33,15567
17338A,48,35374
17339A,23,4693
17340A,28,6753
17341A,48,46483
17342A,45,32546
17343A,44,29661
17344A,28,6575
17345A,35,19495
17346A,28,6760
17347A,12,898
17348A,33,11027
17349A,34,15759
17350A,34,18205
17351A,24,4855
17352A,29,8374
17353A,26,5657
17354A,36,16929
17355A,35,18814
17356A,38,21684
17357A,29,9748
17358A,10,649
17359A,18,1654
17360A,20,4134
17361A,50,47320
17362A,23,4385
17363A,46,32512
17364A,45,35442
17365A,32,15238
17366A,35,13384
17367A,24,4095
17368A,22,2863
17369A,34,14131
17370A,48,42102
17371A,20,2111
17372A,29,7580
17373A,19,2642
17374A,29,7899
17375A,41,25212
17376A,18,3288
17377A,17,3244
17378A,41,30433
17379A,17,1729
17380A,47,34009
17381A,46,38106
17382A,45,37339
17383A,12,1393
17384A,30,12274
17385A,47,43779
17386A,29,7639
17387A,36,19964
17388A,20,2483
17389A,15,1908
17390A,24,6198
17391A,16,1010
17392A,39,23123
17393A,30,10134
17394A,31,9234
17395A,36,20139
17396A,27,7402
17397A,29,11167
17398A,15,2162
17399A,30,12074
17400A,25,5820
17401A,18,3695
17402A,10,655
17403A,29,11928
17404A,27,5452
17405A,41,22314
17406A,13,968
17407A,49,46960
17408A,11,355
17409A,46,34733
17410A,29,6933
17411A,23,3803
17412A,11,277
17413A,15,1626
17414A,42,28341
17415A,33,10717
17416A,21,2857
17417A,44,35835
17418A,47,33408
17419A,25,8228
17420A,32,15394
17421A,25,6346
17422A,24,6950
17423A,41,30721
17424A,43,31837
17425A,19,3905
17426A,46,33142
17427A,19,2205
17428A,11,451
17429A,18,3128
17430A,20,4112
17431A,34,16127
17432A,34,14378
17433A,39,20674
17434A,47,40207
17435A,11,603
17436A,37,16140
17437A,44,33867
17438A,11,973
17439A,27,9825
17440A,44,37225
17441A,36,21332
17442A,39,22340
17443A,40,21605
17444A,29,7369
17445A,21,3211
17446A,41,27007
17447A,25,5255
17448A,18,3550
17449A,18,2791
17450A,14,636
17451A,19,2602
17452A,17,1638
17453A,16,1859
17454A,16,2521
17455A,17,2251
17456A,20,2056
17457A,13,715
17458A,13,784
17459A,15,1784
17460A,15,2111
17461A,11,773
17462A,12,841
17463A,12,998
17464A,10,798
17465A,15,1964
17466A,13,1771
17467A,15,1312
17468A,16,2539
17469A,10,786
17470A,19,1682
17471A,18,2429
17472A,14,2082
17473A,15,784
17474A,14,1359
17475A,16,1499
17476A,18,1770
17477A,13,899
17478A,16,2668
17479A,15,1792
17480A,10,397
17481A,13,1075
17482A,17,2493
17483A,19,3429
17484A,17,2090
17485A,10,504
17486A,15,2031
17487A,18,2303
17488A,13,999
17489A,13,1000
17490A,10,808
17491A,19,4013
17492A,15,2144
17493A,10,756
17494A,12,975
17495A,12,1235
17496A,11,883
17497A,15,1770
17498A,10,301
17499A,17,2588
17500A,13,1258
17501A,11,1168
17502A,13,685
17503A,17,1815
17504A,13,1176
17505A,19,2877
17506A,11,840
17507A,14,1783
17508A,13,1210
17509A,17,3241
17510A,16,1368
17511A,19,2944
17512A,18,1823
17513A,12,562
17514A,15,2382
17515A,18,1622
17516A,16,1296
17517A,17,1679
17518A,18,2404
17519A,19,1845
17520A,18,2141
17521A,14,1561
17522A,13,496
17523A,29,9028
17524A,26,7180
17525A,16,1129
17526A,18,1979
17527A,32,14258
17528A,18,2295
17529A,18,1962
17530A,22,4829
17531A,19,2679
17532A,11,458
17533A,29,8890
17534A,17,1608
17535A,14,1053
17536A,28,10747
17537A,22,5275
17538A,33,15180
17539A,23,4067
17540A,17,2296
17541A,31,10364
17542A,17,1969
17543A,27,7305
17544A,19,3646
17545A,31,12585
17546A,10,901
17547A,20,4511
17548A,33,13365
17549A,14,668
17550A,13,1141
17551A,29,9334
17552A,28,8008
17553A,11,1089
17554A,33,14128
17555A,14,1309
17556A,14,1012
17557A,14,1738
17558A,16,1549
17559A,26,8937
17560A,18,2164
17561A,32,11960
17562A,34,14382
17563A,25,5874
17564A,21,5010
17565A,24,5739
17566A,24,5963
17567A,19,2654
17568A,19,3189
17569A,12,945
17570A,21,4102
17571A,20,2484
17572A,22,3896
17573A,17,2865
17574A,20,2897
17575A,30,10380
17576A,12,484
17577A,26,7934
17578A,25,4430
17579A,30,7898
17580A,24,6533
17581A,26,5434
17582A,17,2205
17583A,34,15688
17584A,18,2306
17585A,14,1163
17586A,22,6013
17587A,35,19843
17588A,35,14228
17589A,28,6833
17590A,23,3797
17591A,16,1147
17592A,28,10901
17593A,29,12002
17594A,18,3585
17595A,19,2343
17596A,32,12237
17597A,11,777
17598A,31,10093
17599A,22,4298
17600A,24,4175
17601A,19,1791
17602A,25,6524
17603A,10,579
17604A,20,3109
17605A,21,4817
17606A,32,11349
17607A,18,1823
17608A,11,922
17609A,34,14621
17610A,32,12888
17611A,33,10623
17612A,32,11050
17613A,17,1592
17614A,23,3322
17615A,31,9379
17616A,35,15346
17617A,26,8308
17618A,34,13417
17619A,14,961
17620A,25,8162
17621A,33,12299
17622A,12,610
17623A,21,3067
17624A,12,546
17625A,30,10805
17626A,13,783
17627A,20,3867
17628A,17,2321
17629A,24,7258
17630A,27,9534
17631A,21,2444
17632A,38,22303
17633A,13,813
17634A,32,9807
17635A,22,3101
17636A,39,21038
17637A,31,10974
17638A,27,5720
17639A,33,16493
17640A,15,1209
17641A,21,2894
17642A,21,3456
17643A,10,469
17644A,32,9637
17645A,14,1467
17646A,19,1901
17647A,16,1502
17648A,23,6552
17649A,35,15773
17650A,39,17896
17651A,28,8573
17652A,31,10510
17653A,21,2389
17654A,26,8265
17655A,37,16161
17656A,33,12542
17657A,31,10301
17658A,18,1981
17659A,18,2008
17660A,36,18870
17661A,32,13485
17662A,49,49540
17663A,15,2095
17664A,24,6711
17665A,37,15392
17666A,18,2759
17667A,48,36202
17668A,29,8600
17669A,49,38507
17670A,21,5380
17671A,37,21128
17672A,17,2048
17673A,17,3273
17674A,35,12557
17675A,15,885
17676A,24,4084
17677A,23,3562
17678A,22,5788
17679A,36,14869
17680A,42,25776
17681A,38,16318
17682A,46,35059
17683A,12,1149
17684A,41,29305
17685A,25,7901
17686A,36,17889
17687A,20,2116
17688A,43,30704
17689A,47,38180
17690A,11,1129
17691A,22,3463
17692A,24,4986
17693A,15,1212
17694A,45,36431
17695A,19,2263
17696A,49,49340
17697A,27,5946
17698A,34,17100
17699A,41,27017
17700A,35,13565
17701A,11,298
17702A,38,17657
17703A,44,26767
17704A,29,8640
17705A,40,22733
17706A,49,45066
17707A,26,8673
17708A,21,4387
17709A,29,11608
17710A,17,2030
17711A,46,38237
17712A,16,1767
17713A,34,13600
17714A,38,19663
17715A,46,41880
17716A,19,2993
17717A,40,26625
17718A,37,18037
17719A,50,45500
17720A,49,48342
17721A,32,14468
17722A,11,316
17723A,27,9862
17724A,35,16108
17725A,39,25695
17726A,32,15203
17727A,10,638
17728A,49,38282
17729A,14,1573
17730A,26,8731
17731A,22,3258
17732A,20,2723
17733A,13,948
17734A,19,3322
17735A,46,31586
17736A,11,483
17737A,45,38604
17738A,28,9407
17739A,30,9567
17740A,19,2104
17741A,12,1175
17742A,35,13832
17743A,23,6493
17744A,42,26133
17745A,22,5958
17746A,40,20539
17747A,24,4916
17748A,42,26610
17749A,45,33163
17750A,47,42871
17751A,14,905
17752A,27,9459
17753A,36,20502
17754A,50,42080
17755A,45,36292
17756A,37,16849
17757A,35,17263
17758A,40,24125
17759A,19,4075
17760A,34,15760
17761A,21,4608
17762A,13,1278
17763A,28,11017
17764A,24,4222
17765A,48,39214
17766A,45,35815
17767A,31,13227
17768A,22,3412
17769A,23,6067
17770A,41,21466
17771A,14,1793
17772A,50,48819
17773A,48,45500
17774A,15,1986
17775A,22,3844
17776A,46,31255
17777A,38,24553
17778A,41,28837
17779A,49,47056
17780A,18,2265
17781A,15,1107
17782A,44,36757
17783A,27,6082
17784A,45,39260
17785A,20,1983
17786A,40,26864
17787A,33,11001
17788A,32,11447
17789A,30,10703
17790A,32,14317
17791A,18,2785
17792A,50,40768
17793A,37,18156
17794A,47,37514
17795A,19,3438
17796A,48,40130
17797A,34,11658
17798A,20,3350
17799A,11,631
17800A,16,2481
17801A,16,2747
17802A,14,1036
17803A,18,3235
17804A,24,5559
17805A,39,22155
17806A,12,980
17807A,35,18485
17808A,29,11758
17809A,50,44061
17810A,40,27590
17811A,10,958
17812A,18,2923
17813A,19,3918
17814A,46,39347
17815A,11,1197
17816A,21,3132
17817A,50,46288
17818A,15,1393
17819A,28,7131
17820A,23,4053
17821A,49,38187
17822A,18,3124
17823A,30,8359
17824A,12,398
17825A,34,17599
17826A,44,32260
17827A,50,54514
17828A,47,41068
17829A,32,11959
17830A,27,5590
17831A,36,20528
17832A,38,23274
17833A,13,1807
17834A,17,1549
17835A,33,17049
17836A,13,818
17837A,13,1708
17838A,24,4973
17839A,43,30479
17840A,27,8800
17841A,20,3905
17842A,45,32261
17843A,43,34242
17844A,26,7585
17845A,34,18345
17846A,29,7408
17847A,38,24171
17848A,47,42664
17849A,24,5961
17850A,48,47847
17851A,49,48283
17852A,46,34293
17853A,47,39786
17854A,16,1147
17855A,14,1220
17856A,32,15285
17857A,28,8868
17858A,29,9033
17859A,49,43070
17860A,12,532
17861A,20,3239
17862A,42,30199
17863A,11,1222
17864A,22,4564
17865A,49,44027
17866A,50,53021
17867A,14,1672
17868A,39,19165
17869A,20,3777
17870A,35,14346
17871A,39,25488
17872A,18,3250
17873A,39,20912
17874A,27,8818
17875A,21,2654
17876A,17,1756
17877A,42,29991
17878A,41,23635
17879A,20,4503
17880A,19,3851
17881A,15,1026
17882A,36,17667
17883A,26,8980
17884A,19,3615
17885A,10,465
17886A,19,3179
17887A,20,4728
17888A,17,2507
17889A,20,3459
17890A,20,3945
17891A,15,1989
17892A,20,3708
17893A,15,934
17894A,10,646
17895A,16,1933
17896A,14,836
17897A,12,536
17898A,19,1663
17899A,14,1368
17900A,15,1695
17901A,15,1139
17902A,20,4207
17903A,18,2742
17904A,20,2444
17905A,13,982
17906A,16,1843
17907A,12,654
17908A,17,1386
17909A,20,3206
17910A,17,2181
17911A,20,4217
17912A,17,2685
17913A,20,2908
17914A,15,875
17915A,13,697
17916A,16,1152
17917A,11,265
17918A,19,4042
17919A,14,2023
17920A,14,1982
17921A,18,1770
17922A,19,2274
17923A,18,3528
17924A,17,2107
17925A,19,4012
17926A,10,593
17927A,18,2185
17928A,15,1614
17929A,10,1001
17930A,11,1067
17931A,19,4161
17932A,13,561
17933A,12,362
17934A,18,1864
17935A,14,2040
17936A,11,1114
17937A,19,3348
17938A,16,2514
17939A,18,3455
17940A,17,2138
17941A,10,619
17942A,17,2477
17943A,11,450
17944A,17,2293
17945A,13,1468
17946A,15,2349
17947A,10,690
17948A,10,348
17949A,15,1216
17950A,12,474
17951A,13,1136
17952A,35,15829
17953A,29,11654
17954A,12,938
17955A,30,10839
17956A,12,1460
17957A,35,16900
17958A,29,9541
17959A,34,16598
17960A,10,622
17961A,16,1643
17962A,22,3762
17963A,20,2716
17964A,23,5844
17965A,33,14999
17966A,10,664
17967A,26,5059
17968A,33,15778
17969A,32,11344
17970A,16,1219
17971A,32,9752
17972A,18,2826
17973A,27,8789
17974A,35,13319
17975A,13,498
17976A,24,5644
17977A,26,4682
17978A,32,13798
17979A,31,13316
17980A,24,4527
17981A,26,7016
17982A,14,1420
17983A,35,17534
17984A,11,368
17985A,16,2583
17986A,32,12969
17987A,12,1215
17988A,18,2313
17989A,14,1774
17990A,12,1368
17991A,12,604
17992A,11,519
17993A,12,683
17994A,18,2786
17995A,29,11529
17996A,12,552
17997A,33,10502
17998A,25,7706
17999A,12,1267
18000A,20,2746
18001A,20,3588
18002A,20,2203
18003A,30,8400
18004A,22,5794
18005A,47,35110
18006A,11,431
18007A,19,2435
18008A,26,5399
18009A,47,37981
18010A,31,11865
18011A,34,15528
18012A,48,38126
18013A,15,1660
18014A,22,3255
18015A,12,1395
18016A,29,12117
18017A,45,33472
18018A,28,7965
18019A,13,978
18020A,47,36558
18021A,35,16968
18022A,46,30814
18023A,46,32467
18024A,38,17636
18025A,14,1421
18026A,11,1008
18027A,40,21494
18028A,17,2470
18029A,20,3332
18030A,36,15872
18031A,44,26895
18032A,19,3793
18033A,47,35875
18034A,45,36226
18035A,21,3135
18036A,32,9443
18037A,17,2728
18038A,39,25986
18039A,36,19077
18040A,11,585
18041A,39,22483
18042A,35,15584
18043A,14,1207
18044A,22,5407
18045A,29,7069
18046A,49,46802
18047A,17,2603
18048A,25,6949
18049A,31,8380
18050A,20,4412
18051A,26,5635
18052A,41,25237
18053A,49,43363
18054A,42,32917
18055A,36,16950
18056A,27,5624
18057A,25,6800
18058A,42,24271
18059A,45,31819
18060A,21,3141
18061A,10,899
18062A,25,5180
18063A,31,13345
18064A,48,42219
18065A,30,10007
18066A,44,31286
18067A,40,19931
18068A,20,4706
18069A,25,7711
18070A,15,1611
18071A,19,2080
18072A,43,29085
18073A,20,4581
18074A,33,16583
18075A,27,6081
18076A,50,50179
18077A,23,5388
18078A,47,39590
18079A,26,6183
18080A,45,32126
18081A,11,928
18082A,37,15099
18083A,25,5222
18084A,45,29878
18085A,33,12857
18086A,15,1497
18087A,48,36115
18088A,28,8688
18089A,49,43178
18090A,30,11187
18091A,36,16011
18092A,49,42198
18093A,32,14964
18094A,44,34272
18095A,46,38695
18096A,17,1444
18097A,22,3667
18098A,23,5613
18099A,43,28392
18100A,43,28125
18101A,29,7389
18102A,34,14228
18103A,37,21312
18104A,34,15587
18105A,49,48984
18106A,48,46141
18107A,24,7034
18108A,23,5388
18109A,48,35324
18110A,22,3715
18111A,30,10697
18112A,12,1266
18113A,29,10535
18114A,46,33051
18115A,24,5760
18116A,24,4731
18117A,11,467
18118A,46,41126
18119A,10,1010
18120A,23,6134
18121A,18,2685
18122A,34,15698
18123A,50,46429
18124A,48,37271
18125A,11,375
18126A,10,235
18127A,14,1090
18128A,30,8987
18129A,48,42251
18130A,47,40653
18131A,17,2814
18132A,32,12151
18133A,42,32935
18134A,29,9059
18135A,10,291
18136A,38,23805
18137A,43,32083
18138A,22,5958
18139A,41,23651
18140A,44,33806
18141A,32,15705
18142A,33,15249
18143A,27,5730
18144A,48,47176
18145A,35,15698
18146A,49,40051
18147A,17,2748
18148A,23,5698
18149A,31,12660
18150A,32,13723
18151A,12,887
18152A,11,479
18153A,21,3810
18154A,13,716
18155A,37,18139
18156A,46,36434
18157A,46,34499
18158A,33,14301
18159A,22,4308
18160A,23,4737
18161A,45,30197
18162A,21,3429
18163A,38,20285
18164A,43,30227
18165A,27,6820
18166A,12,1468
18167A,11,457
18168A,37,16818
18169A,40,28603
18170A,22,4567
18171A,14,1266
18172A,44,28709
18173A,41,21537
18174A,25,7669
18175A,39,21787
18176A,22,4517
18177A,21,4539
18178A,34,13557
18179A,35,18611
18180A,43,25258
18181A,18,2669
18182A,49,44697
18183A,40,19651
18184A,40,19591
18185A,33,16033
18186A,24,5139
18187A,36,14401
18188A,23,4929
18189A,12,654
18190A,45,34033
18191A,42,26391
18192A,42,27035
18193A,46,31606
18194A,24,4849
18195A,42,29141
18196A,41,28897
18197A,39,19696
18198A,34,11386
18199A,35,19345
18200A,24,7144
18201A,14,1618
18202A,23,3976
18203A,42,28496
18204A,31,10152
18205A,10,994
18206A,30,8665
18207A,48,41137
18208A,36,20023
18209A,39,24501
18210A,13,1510
18211A,36,19088
18212A,36,14992
18213A,36,20351
18214A,27,6000
18215A,33,16882
18216A,46,41378
18217A,48,37900
18218A,14,1083
18219A,31,10577
18220A,34,12077
18221A,33,12599
18222A,41,29963
18223A,35,15088
18224A,17,1488
18225A,14,1912
18226A,10,357
18227A,20,2809
18228A,14,1644
18229A,16,1888
18230A,10,655
18231A,12,1309
18232A,17,2113
18233A,10,253
18234A,16,1496
18235A,15,1575
18236A,18,3039
18237A,20,2994
18238A,17,3270
18239A,10,197
18240A,20,2308
18241A,11,802
18242A,12,1071
18243A,10,960
18244A,13,605
18245A,12,1340
18246A,14,1987
18247A,13,1798
18248A,20,4169
18249A,13,1398
18250A,13,762
18251A,10,646
18252A,17,3212
18253A,18,2022
18254A,17,1851
18255A,20,4113
18256A,13,673
18257A,20,2713
18258A,13,688
18259A,20,4756
18260A,12,1500
18261A,20,3343
18262A,11,744
18263A,12,1203
18264A,16,2651
18265A,18,2259
18266A,10,860
18267A,18,2393
18268A,13,521
18269A,20,3849
18270A,17,1566
18271A,16,2310
18272A,20,3428
18273A,10,849
18274A,13,1741
18275A,15,1247
18276A,10,519
18277A,16,2040
18278A,15,1875
18279A,12,1433
18280A,12,730
18281A,10,812
18282A,10,831
18283A,12,487
18284A,12,1188
18285A,20,3890
18286A,13,1268
18287A,15,1399
18288A,16,1816
18289A,16,2824
18290A,19,1885
18291A,15,1157
18292A,23,6565
18293A,17,2429
18294A,12,1430
18295A,19,2667
18296A,12,1408
18297A,16,1558
18298A,15,1983
18299A,12,1106
18300A,13,472
18301A,12,879
18302A,32,14328
18303A,28,8486
18304A,24,6146
18305A,26,6096
18306A,28,6662
18307A,21,4132
18308A,22,2999
18309A,34,14969
18310A,19,1654
18311A,34,13835
18312A,16,2520
18313A,14,1490
18314A,22,2872
18315A,12,907
18316A,17,1371
18317A,25,7488
18318A,28,6247
18319A,28,6880
18320A,23,6404
18321A,17,1639
18322A,16,2137
18323A,20,3078
18324A,33,13956
18325A,27,5357
18326A,30,9180
18327A,14,833
18328A,30,13096
18329A,19,4027
18330A,34,12622
18331A,29,6800
18332A,31,11216
18333A,17,1682
18334A,26,8297
18335A,31,10059
18336A,11,331
18337A,14,2044
18338A,17,3134
18339A,11,406
18340A,29,7056
18341A,24,4378
18342A,28,8471
18343A,16,1486
18344A,11,745
18345A,11,369
18346A,26,9068
18347A,33,13455
18348A,21,2900
18349A,28,6746
18350A,12,1262
18351A,24,7422
18352A,27,6491
18353A,14,1338
18354A,26,6365
18355A,13,738
18356A,20,3414
18357A,25,5538
18358A,19,3006
18359A,17,2432
18360A,17,2318
18361A,22,6027
18362A,29,9646
18363A,33,15737
18364A,19,3392
18365A,35,14018
18366A,31,12080
18367A,23,5546
18368A,11,540
18369A,20,4681
18370A,33,14323
18371A,33,13745
18372A,17,1194
18373A,13,1784
18374A,35,17756
18375A,35,18579
18376A,22,4447
18377A,25,5500
18378A,19,2083
18379A,24,4056
18380A,23,4706
18381A,21,2736
18382A,28,9304
18383A,23,3341
18384A,26,6151
18385A,17,1263
18386A,31,8898
18387A,14,1327
18388A,20,3627
18389A,14,1000
18390A,21,2751
18391A,40,21423
18392A,30,8636
18393A,32,15511
18394A,16,1995
18395A,10,361
18396A,39,20978
18397A,40,25865
18398A,35,19735
18399A,33,14124
18400A,16,2785
18401A,13,1622
18402A,24,4050
18403A,17,1509
18404A,34,16659
18405A,16,1989
18406A,24,5284
18407A,14,1704
18408A,40,23117
18409A,33,11509
18410A,24,4651
18411A,10,415
18412A,27,9642
18413A,21,4635
18414A,36,18491
18415A,22,5628
18416A,13,747
18417A,30,12167
18418A,11,1047
18419A,23,5859
18420A,24,6023
18421A,23,3824
18422A,26,6992
18423A,24,3754
18424A,29,10852
18425A,22,4081
18426A,19,3031
18427A,22,2897
18428A,40,28186
18429A,34,18091
18430A,27,6274
18431A,22,5552
18432A,19,1940
18433A,22,2743
18434A,42,26241
18435A,29,7492
18436A,16,1311
18437A,35,17714
18438A,15,2260
18439A,32,10704
18440A,31,13673
18441A,46,31744
18442A,19,1876
18443A,41,22790
18444A,41,24953
18445A,46,33134
18446A,40,26158
18447A,28,9250
18448A,41,24454
18449A,48,45537
18450A,50,52754
18451A,37,22983
18452A,16,2415
18453A,50,53935
18454A,40,28248
18455A,23,4363
18456A,27,7704
18457A,33,15616
18458A,10,639
18459A,32,12841
18460A,46,38410
18461A,45,38079
18462A,20,3205
18463A,28,6111
18464A,42,24793
18465A,40,22351
18466A,33,10823
18467A,33,14840
18468A,20,4050
18469A,42,32362
18470A,28,9641
18471A,49,45262
18472A,29,8006
18473A,18,2915
18474A,33,14997
18475A,17,1783
18476A,25,6722
18477A,40,24942
18478A,25,5610
18479A,44,27196
18480A,20,4083
18481A,36,20334
18482A,34,14270
18483A,45,29135
18484A,16,2090
18485A,22,4017
18486A,47,42936
18487A,50,43843
18488A,34,13286
18489A,18,1404
18490A,25,6004
18491A,33,15479
18492A,17,2628
18493A,16,1562
18494A,27,8371
18495A,34,17783
18496A,24,4762
18497A,25,7417
18498A,20,3013
18499A,26,8457
18500A,50,43471
18501A,19,1942
18502A,30,9571
